num,sgId,sgTypecode,huboid,sggName,sdName,wiwName,giho,gihoSangse,jdName,name,hanjaName,gender,birthday,age,addr,jobId,job,eduId,edu,career1,career2,dugsu,dugyul
229,20080409,2,100003782,마산시을,경상남도,마산시,2,,한나라당,안홍준,安鴻俊,남,19510302,57,,72,국회의원,221,경상대학교 대학원 의학과 졸업(의학박사),국회 환경노동위원회 간사,한나라당 대외협력위원장,48795,64.14
230,20080409,2,100002976,진주시갑,경상남도,진주시,9,,무소속,최구식,崔球植,남,19601011,47,,72,국회의원,68,서울대학교 사회과학대학 외교학과(정치학사),(전)조선일보 정치부 차장,(전)한나라당 대선 공보지원단장,30723,44.64
231,20080409,2,100004675,진주시을,경상남도,진주시,2,,한나라당,김재경,金在庚,남,19611010,46,,72,국회의원,68,경상대학교 법학과 졸업,국회의원,경상대학교 총동문회장,35406,58.7
232,20080409,2,100005033,진해시,경상남도,진해시,2,,한나라당,김학송,金鶴松,남,19520706,55,,72,제17대 국회의원,68,건국대학교 정치외교학과 졸업,"제16, 17대 국회의원",한나라당 전략기획본부장(현),33119,62.21
233,20080409,2,100005297,통영시고성군,경상남도,통영시,2,,한나라당,이군현,李君賢,남,19520312,56,,72,제17대 국회의원,68,캔자스주립대학교 교육행정학과졸업,(전)한국교원단체총연합회회장,(현)제17대 국회의원,43305,56.47
234,20080409,2,100005593,사천시,경상남도,사천시,4,,민주노동당,강기갑,姜基甲,남,19530607,54,,72,국회의원,65,사천농업고등학교(현 경남자영고)졸업,현)국회 농림해양수산위원회 위원,현)국회 예결산특별위원회 위원,23864,47.69
235,20080409,2,100003837,김해시갑,경상남도,김해시,2,,한나라당,김정권,金正權,남,19600112,48,,72,국회의원,221,인제대학교 경영대학원 졸업(경영학석사),(현) 제17대 국회의원,(현) 한나라당 원내부대표,30320,50.85
236,20080409,2,100002773,김해시을,경상남도,김해시,1,,통합민주당,최철국,崔喆國,남,19521230,55,,72,국회의원,68,서울대학교 법학과 졸업,(전)청와대 의전행정관,(전)경상남도 문화관광국장,39439,47.76
237,20080409,2,100000789,밀양시창녕군,경상남도,밀양시,2,,한나라당,조해진,曺海珍,남,19630804,44,,75,정당인,221,서울대학교 대학원 법학과 졸업(법학석사),이명박 서울시장 비서관,이명박 대통령 당선인 부대변인,32781,46.33
238,20080409,2,100000597,거제시,경상남도,거제시,2,,한나라당,윤영,尹英,남,19550403,53,,75,정치인,221,영국버밍엄대학교 국제정치대학원졸업(국제정치학석사),(전)거제시부시장,(전)경남도청경제통상국장,25722,38.63
239,20080409,2,100000574,의령군함안군합천군,경상남도,함안군,2,,한나라당,조진래,趙辰來,남,19651120,42,,85,변호사,68,연세대 법학과 졸업,2007선진국민경남연대 상임대표,한나라당이명박대통령예비후보 정책특별보좌역,31464,49.47
240,20080409,2,100005261,양산시,경상남도,양산시,2,,한나라당,허범도,許範道,남,19500218,58,,75,정당인,68,부산대학교 상과대학 경영학과 졸업,부산지방중소기업청장,산업자원부 차관보,26802,38.99
241,20080409,2,100005302,남해군하동군,경상남도,하동군,2,,한나라당,여상규,余尙奎,남,19480915,59,,85,변호사,68,서울대학교 법학과 졸업,(전)서울지방법원 판사,(전)서울고등법원 판사,34874,56.73
242,20080409,2,100003310,산청군함양군거창군,경상남도,거창군,2,,한나라당,신성범,愼聖範,남,19630601,44,,75,정당인,68,서울대학교 인류학과 졸업,KBS보도본부정치부기자,KBS모스크바특파원(지국장),34490,55.05
243,20080409,2,100004707,제주시갑,제주특별자치도,제주시,1,,통합민주당,강창일,姜昌一,남,19520128,56,,72,국회의원,221,"동경대학 대학원 졸업(동양사학전공, 문학박사,수학기간:87.4.1~94.3.31)",(전)배재대학교 일본학과교수,(현)한일의원연맹 간사,32707,39.29
244,20080409,2,100003643,제주시을,제주특별자치도,제주시,1,,통합민주당,김우남,金宇南,남,19550523,52,,72,국회의원,69,경희대학교 대학원 경영학과 수료,(현)국회의원,(현)국회 농림해양수산위원회 간사위원,30170,43.11
245,20080409,2,100002224,서귀포시,제주특별자치도,서귀포시,1,,통합민주당,김재윤,金才允,남,19650524,42,,72,국회의원,221,명지대학교 대학원 국어국문학과 졸업(문학박사),(현)제17대 국회의원,(전)탐라대학교 교수,28855,43.52
1,20100728,2,100024957,은평구을,서울특별시,은평구,1,,한나라당,이재오,李在五,남,19450111,65,,75,정당인,221,고려대학교 교육대학원 국어교육전공 졸업(교육학석사),한나라당 최고위원(전),국민권익위원회위원장(전),48311,58.33
2,20100728,2,100024941,계양구을,인천광역시,계양구,1,,한나라당,이상권,李商權,남,19550127,55,,85,변호사,68,건국대학교 법학과 졸업,(전)인천지방검찰청 부장검사,(전)한나라당 당원협의회 운영위원장,14444,47.62
3,20100728,2,100024966,남구,광주광역시,남구,2,,민주당,장병완,張秉浣,남,19520505,58,,225,정당인,68,서울대학교 무역학과 졸업,(전)기획예산처 장관,(전)호남대학교 총장,26480,55.91
4,20100728,2,100024916,원주시,강원도,원주시,2,,민주당,박우순,朴宇淳,남,19500915,59,,85,변호사,68,서울대학교 사회사업학과 졸업,변호사,민주당 원주시 지역위원장,28970,43.13
5,20100728,2,100024960,태백시영월군평창군정선군,강원도,영월군,2,,민주당,최종원,崔鍾元,남,19500127,60,,225,연극인,68,경운대학교 매체정보학과 졸업,현)21세기 강원발전 기획위원,현)한국예술산업진흥회 이사장,35271,55.01
6,20100728,2,100024929,철원군화천군양구군인제군,강원도,화천군,1,,한나라당,한기호,韓起鎬,남,19520813,57,,75,정당인,69,동국대학교 행정대학원 안보행정학과 석사과정 5학기 수료,(전)육군 교육사령부 사령관,(현)한나라당 북한 천안함공격대책 특위자문위원,19723,42.55
7,20100728,2,100024918,충주시,충청북도,충주시,1,,한나라당,윤진식,尹鎭植,남,19460304,64,,75,정당인,221,건국대학교 일반대학원 국제무역학과 졸업(경제학 박사),(전)산업자원부 장관,(전)대통령실 경제수석 겸 정책실장,43367,63.65
8,20100728,2,100024907,천안시을,충청남도,천안시서북구,1,,한나라당,김호연,金昊淵,남,19550429,55,,75,정당인,221,서강대학교 대학원 경영학과 졸업(경영학박사),前(주)빙그레 대표이사 회장,(재)김구재단 이사장,25276,46.9
1,20110427,2,100025243,성남시분당구을,경기도,성남시분당구,2,,민주당,손학규,孫鶴圭,남,19471122,63,,225,민주당 대표,221,영국 옥스퍼드대학교대학원 정치학박사(6년 10개월),(전)경기도지사,(전)보건복지부 장관,41570,51
2,20110427,2,100025119,순천시,전라남도,순천시,5,,민주노동당,김선동,金先東,남,19670909,43,,75,정당인,66,고려대학교 물리학과 3년 제적(1985년 3월 ~ 1989년 2월),(전)2004년 민주노동당 전라남도지사 후보,(전)2006년 민주노동당 사무총장,30313,36.24
3,20110427,2,100025190,김해시을,경상남도,김해시,1,,한나라당,김태호,金台鎬,남,19620821,48,,75,정당인,221,서울대학교 대학원 농업교육과 졸업(교육학박사),전 경남FC구단주,"전 경상남도지사(32대, 33대)",44501,51.01
1,20120411,2,100101021,종로구,서울특별시,종로구,2,,민주통합당,정세균,丁世均,남,19500926,61,,72,국회의원,221,경희대학교 대학원 경영학 박사,(전)민주당 대표,(전)노무현정부 산업자원부 장관,41732,52.26
2,20120411,2,100100771,중구,서울특별시,중구,2,,민주통합당,정호준,鄭皓駿,남,19710219,41,,75,정당인(서울중구 지역위원장),221,뉴욕대학교(NYU) 그래픽커뮤니케이션 매니지먼트&테크놀러지 석사('97.9.~'99.5.),(전)노무현대통령 청와대비서실 정무행정관,(현)정일형 · 이태영박사 기념사업회 이사장,31364,50.27
3,20120411,2,100102242,용산구,서울특별시,용산구,1,,새누리당,진영,陳永,남,19501023,61,,72,국회의원,68,서울대학교 법과대학 법학과 졸업,(전) 서울지방법원 남부지원 판사,(전) 한나라당 서울시당위원장,56067,52.43
4,20120411,2,100100695,성동구갑,서울특별시,성동구,2,,민주통합당,최재천,崔載千,남,19631119,48,,85,변호사,221,전남대학교 일반대학원 법학과 법학박사 졸업,(전) 제17대 국회의원,(현) 법무법인한강 대표변호사,37656,52.08
5,20120411,2,100102869,성동구을,서울특별시,성동구,2,,민주통합당,홍익표,洪翼杓,남,19671120,44,,88,북한대학원대학교 겸임교수,221,한양대학교 정치외교학과 대학원 졸업 (정치학 박사),(현) 북한대학원대학교 겸임교수,(전) 통일부 정책보좌관,31564,49.66
6,20120411,2,100102539,광진구갑,서울특별시,광진구,2,,민주통합당,김한길,金한길,남,19530917,58,,75,정당인,68,건국대학교 정치외교학과 졸업,(전)문화관광부 장관,(전)열린우리당 원내대표,44334,52.11
7,20120411,2,100101619,광진구을,서울특별시,광진구,2,,민주통합당,추미애,秋美愛,여,19581023,53,,72,국회의원,68,한양대학교 법학과 졸업,(전)고등법원 판사,"제15, 16, 18대 국회의원",45980,55.19
8,20120411,2,100102534,동대문구갑,서울특별시,동대문구,2,,민주통합당,안규백,安圭伯,남,19610429,50,,75,정당인,69,성균관대학교 무역대학원 무역학과 수료(석사과정),(전)노무현 대통령 인수위원회 전문위원,(현)제18대 국회의원,41993,48.4
9,20120411,2,100100065,동대문구을,서울특별시,동대문구,2,,민주통합당,민병두,閔丙梪,남,19580610,53,,75,정당인,68,성균관대학교 경상대학 무역학과 졸업,(전)제17대 국회의원,(전)문화일보 워싱턴 특파원,42960,52.88
10,20120411,2,100100707,중랑구갑,서울특별시,중랑구,2,,민주통합당,서영교,徐瑛敎,여,19641111,47,,88,동국대학교 겸임교수,69,이화여자대학교 대학원 동아시아학 박사과정 수료,(전) 노무현대통령 청와대 춘추관장 겸 보도지원비서관,(전)박원순 서울시장 후보 희망캠프 유세본부 본부장,33891,40.91
11,20120411,2,100100897,중랑구을,서울특별시,중랑구,2,,민주통합당,박홍근,朴洪根,남,19691008,42,,75,정당인,221,경희대학교 행정대학원 환경행정학과 석사과정 졸업,(전) 경희대학교 총학생회장,(현) 반값등록금 국민본부 공동대표,44212,44.49
12,20120411,2,100100036,성북구갑,서울특별시,성북구,2,,민주통합당,유승희,俞承希,여,19600426,51,,225,정당인,221,한양대학교 대학원 행정학과 졸업(행정학박사),(전)17대 국회의원,(전)노무현대통령 인수위원회 전문위원,54057,51.26
13,20120411,2,100100651,성북구을,서울특별시,성북구,2,,민주통합당,신계륜,申溪輪,남,19540813,57,,225,사단법인 신정치문화원 이사장,68,고려대학교 행정학과 졸업,(전)서울시 정무부시장,(전)노무현대통령후보.당선자 비서실장,56177,53.98
14,20120411,2,100100116,강북구갑,서울특별시,강북구,2,,민주통합당,오영식,吳泳食,남,19670228,45,,75,정당인,69,고려대학교 대학원 경영학과 박사과정(재무론) 수료,(전)고려대학교 총학생회장,(전)제17대 국회의원,37352,52.21
15,20120411,2,100100042,강북구을,서울특별시,강북구,2,,민주통합당,유대운,劉大運,남,19500110,62,,75,정당인,61,부성국민학교졸업,(현) 노무현재단 기획위원,(전) 민주당 정책위원회 부의장,40755,54.19
16,20120411,2,100102289,도봉구갑,서울특별시,도봉구,2,,민주통합당,인재근,印在謹,여,19531111,58,,225,인권운동가,68,이화여자대학교 사회학과 졸업,(전) 로버트 케네디 인권상 수상,(현) 한반도재단 이사장,45682,58.46
17,20120411,2,100102195,도봉구을,서울특별시,도봉구,2,,민주통합당,유인태,柳寅泰,남,19480905,63,,75,정당인,68,서울대학교 사회학과 졸업,(전) 노무현 대통령 청와대 정무수석,"(전) 14,17대 국회의원",43784,51.06
18,20120411,2,100100807,노원구갑,서울특별시,노원구,1,,새누리당,이노근,李老根,남,19540309,58,,88,광운대학교 겸임교수,221,경기대학교 정치전문대학원 졸업(행정학 박사),(전)노원구청장,(현)광운대학교 겸임교수,40865,50.06
19,20120411,2,100100389,노원구을,서울특별시,노원구,2,,민주통합당,우원식,禹元植,남,19570918,54,,75,정당인,221,연세대학교 공학대학원 졸업(공학석사),(전)17대 국회의원 역임,(전)박원순 서울시장후보 선거대책본부 공동본부장,50844,49.72
20,20120411,2,100100548,노원구병,서울특별시,노원구,4,,통합진보당,노회찬,魯會燦,남,19560831,55,,75,정당인,68,고려대학교 정치외교학과 졸업,(전)제17대 국회의원,(현)통합진보당 대변인,52270,57.21
21,20120411,2,100101918,은평구갑,서울특별시,은평구,2,,민주통합당,이미경,李美卿,여,19500920,61,,72,국회의원,221,이화여자대학교 대학원 정치외교학과 졸업(정치학 석사),(전)민주당 사무총장,(현)제18대 국회의원,42672,49.05
22,20120411,2,100102122,은평구을,서울특별시,은평구,1,,새누리당,이재오,李在五,남,19450111,67,,72,국회의원,221,고려대학교 교육대학원 졸업(교육학 석사),(전)국민권익위원장,(전)특임장관,63238,49.51
23,20120411,2,100100022,서대문구갑,서울특별시,서대문구,2,,민주통합당,우상호,禹相虎,남,19621212,49,,225,정당인,221,연세대학교 행정대학원 졸업(행정학 석사),(현)민주통합당 전략홍보본부장,(전)제17대 국회의원,40481,54.36
24,20120411,2,100101545,서대문구을,서울특별시,서대문구,1,,새누리당,정두언,鄭斗彦,남,19570306,55,,72,국회의원,68,서울대학교 무역학과 졸업,(전)서울특별시 정무부시장,(전)한나라당 최고위원,35380,49.38
25,20120411,2,100100538,마포구갑,서울특별시,마포구,2,,민주통합당,노웅래,盧雄來,남,19570803,54,,75,정당인,221,동국대학교 언론정보대학원졸업(언론학석사),(전)17대 국회의원,(전)MBC연합노동조합위원장,39398,54.25
26,20120411,2,100100514,마포구을,서울특별시,마포구,2,,민주통합당,정청래,鄭淸來,남,19650418,46,,75,정당인,221,서강대학교 공공정책대학원졸업(정치학석사),(전)제17대 국회의원,(현)민주통합당 서울시마포을 지역위원회 위원장,58163,54.48
27,20120411,2,100102332,양천구갑,서울특별시,양천구,1,,새누리당,길정우,吉炡宇,남,19550204,57,,225,한국예술종합학교 발전재단 이사,221,미국 예일대학교 인문대학원 정치학전공(박사)(수학기간:1981.9 ~1986.5),(전)중앙일보 논설위원,(전)서울사이버대학교 총장대행,61058,50.58
28,20120411,2,100102370,양천구을,서울특별시,양천구,1,,새누리당,김용태,金容兌,남,19680326,44,,72,제18대 국회의원,68,서울대학교 정치학과 졸업,(현)제18대 국회의원,(전)중앙일보 기획위원,48811,49.39
29,20120411,2,100101102,강서구갑,서울특별시,강서구,2,,민주통합당,신기남,辛基南,남,19521016,59,,85,변호사,68,서울대학교 법학과 졸업(법학사),"(전)15,16,17대 국회의원",,64187,48.71
30,20120411,2,100102107,강서구을,서울특별시,강서구,1,,새누리당,김성태,金聖泰,남,19580523,53,,72,국회의원,221,한양대학교 행정대학원 사회복지학과 졸업(행정학석사),(현)새누리당 비정규직대책특별위원회 위원장,(현)새누리당 쇄신모임 ‘민본21’간사,61967,50.35
31,20120411,2,100101571,구로구갑,서울특별시,구로구,2,,민주통합당,이인영,李仁榮,남,19640628,47,,225,정당인,221,고려대학교 언론대학원 졸업(언론학 석사),(현)민주통합당 최고위원,(전)17대 국회의원,58381,52.22
32,20120411,2,100102087,구로구을,서울특별시,구로구,2,,민주통합당,박영선,朴映宣,여,19600122,52,,72,국회의원,221,서강대학교 언론대학원 졸업(문학석사),(전)MBC 앵커(경제부장),(전)민주통합당 최고위원,54902,61.94
33,20120411,2,100100595,금천구,서울특별시,금천구,2,,민주통합당,이목희,李穆熙,남,19530910,58,,75,정치인,68,서울대학교 무역학과 졸업,(전)제17대 국회의원,(전)박원순 서울시장 금천구 선거대책위원장,54547,52.68
34,20120411,2,100100646,영등포구갑,서울특별시,영등포구,2,,민주통합당,김영주,金榮珠,여,19550727,56,,75,정당인,221,서강대학교 경제대학원졸업(경제학석사),(전)제17대 국회의원,(전)통합민주당 사무총장,52232,52.86
35,20120411,2,100102526,영등포구을,서울특별시,영등포구,2,,민주통합당,신경민,辛京珉,남,19530819,58,,75,정당인,68,서울대학교 문리과대학 사회학과 졸업,(전)MBC 앵커,(현)민주통합당 대변인,45458,52.6
36,20120411,2,100101873,동작구갑,서울특별시,동작구,2,,민주통합당,전병헌,田炳憲,남,19580317,54,,72,국회의원,221,고려대학교 정책대학원 졸업(경제학석사),(현)제18대 국회의원,(전)민주당 정책위의장,56794,55.56
37,20120411,2,100101548,동작구을,서울특별시,동작구,1,,새누리당,정몽준,鄭夢準,남,19511017,60,,72,국회의원,68,서울대학교 상과대학 경제학과 졸업,(현)아산사회복지재단이사장,(전)국제축구연맹(FIFA)부회장,46480,50.8
38,20120411,2,100100474,관악구갑,서울특별시,관악구,2,,민주통합당,유기홍,柳基洪,남,19580611,53,,75,정당인,68,서울대학교 국사학과 졸업,(전) 제17대 국회의원,(현) 노무현재단 기획위원,63611,50.11
39,20120411,2,100102951,관악구을,서울특별시,관악구,4,,통합진보당,이상규,李相奎,남,19650107,47,,75,정당인,68,서울대학교 법과대학 공법학과 졸업,전)한명숙 서울시장후보 선거대책본부장,전)민주노동당 정책위 부의장,43158,38.24
40,20120411,2,100102699,서초구갑,서울특별시,서초구,1,,새누리당,김회선,金會瑄,남,19550503,56,,85,변호사,68,서울대학교 법학과 졸업,(전) 국정원 2차장,(전) 법무부 기획관리실장(검사장),57335,59.1
41,20120411,2,100102724,서초구을,서울특별시,서초구,1,,새누리당,강석훈,姜錫勳,남,19640815,47,,88,교수,221,위스콘신대학교 경제학 석·박사과정 졸업(경제학박사)(1987~1991),(현) 성신여대 경제학과 교수,(전) 조선·중앙·동아 칼럼리스트,60213,60.12
42,20120411,2,100102683,강남구갑,서울특별시,강남구,1,,새누리당,심윤조,沈允肇,남,19540726,57,,75,정당인,68,서울대학교 사회과학대학 외교학과 졸업,(전)외교통상부 차관보,(전)주오스트리아 대사,82582,65.32
43,20120411,2,100102615,강남구을,서울특별시,강남구,1,,새누리당,김종훈,金宗壎,남,19520505,59,,75,정당인,68,연세대학교 상경대학 경영학과 졸업,(전)외교통상부 통상교섭본부장(장관급),,73346,59.47
44,20120411,2,100102497,송파구갑,서울특별시,송파구,1,,새누리당,박인숙,朴仁淑,여,19481110,63,,84,서울아산병원 선천성 심장병 센터장,68,서울대학교 의과대학 졸업(학사),(전) 베일러 의과대학 소아심장 전임의,(전)울산대 의과대학 학장,51306,52.75
45,20120411,2,100102046,송파구을,서울특별시,송파구,1,,새누리당,유일호,柳一鎬,남,19550330,57,,72,국회의원,221,미국 펜실베이니아대학 경제학박사(1981.8~1987.5),(전)한국조세연구원장,(현)제18대 국회의원(서울 송파구을),49929,49.94
46,20120411,2,100101396,송파구병,서울특별시,송파구,1,,새누리당,김을동,金乙東,여,19450905,66,,72,국회의원,66,중앙대학교 정치외교학과 1년 중퇴(1963.3.1~1964.3.1),(현)제18대 국회의원,(현)(사) 백야 김좌진장군 기념사업회장,59664,51.37
47,20120411,2,100100168,강동구갑,서울특별시,강동구,1,,새누리당,신동우,申東雨,남,19530606,58,,75,정당인,221,미국 펜실베니아대 대학원(경영학 전공) 졸업(1984~1986),(전)서울시환경관리실장,(전)민선 3·4기 강동구청장,62489,51.21
48,20120411,2,100100053,강동구을,서울특별시,강동구,2,,민주통합당,심재권,沈載權,남,19460815,65,,75,정당인,221,"호주 멜본 모나쉬대학 국제정치학 박사(Ph.D), 1988~1993",(전)제16대 국회의원,(전)통합민주당 서울시당 위원장,51451,54.16
49,20120411,2,100102199,중구동구,부산광역시,동구,1,,새누리당,정의화,鄭義和,남,19481218,63,,72,국회의원,221,인제대 대학원 의학박사 (졸),(전)한나라당 비대위위원장,(현)18대 국회부의장,31484,48.14
50,20120411,2,100102179,서구,부산광역시,서구,1,,새누리당,유기준,兪奇濬,남,19590810,52,,72,국회의원,221,"뉴욕대학교 법학대학원 졸업(법학석사,1988.8.29.~1989.5.18.)",(전) 한나라당 대변인,(현) 새누리당 부산시당위원장,28584,55.07
51,20120411,2,100100212,영도구,부산광역시,영도구,1,,새누리당,이재균,李在均,남,19540920,57,,88,동아대학교 석좌교수,221,한국해양대학교 해운경영학 박사,(전)국토해양부 제2차관,(전)해외건설협회 회장,27597,43.8
52,20120411,2,100102535,부산진구갑,부산광역시,부산진구,1,,새누리당,나성린,羅城麟,남,19530327,59,,72,국회의원,221,옥스퍼드대학교 경제학 박사('84.10 ~ '88.11),(현) 한양대학교 경제금융학부 교수,(현) 새누리당 정책위 부의장,37836,39.52
53,20120411,2,100100780,부산진구을,부산광역시,부산진구,1,,새누리당,이헌승,李憲昇,남,19630511,48,,75,정당인,221,한국해양대학교 무역학과 박사과정 수료,(전) 한나라당 박근혜 대통령경선후보 수행부단장,(전) 부산광역시 대외협력보좌관,44321,53.19
54,20120411,2,100102216,동래구,부산광역시,동래구,1,,새누리당,이진복,李珍福,남,19571018,54,,72,국회의원,221,동아대학교 정책과학대학원 졸업(지방자치행정전공),(현)새누리당 부산시 동래구 18대 국회의원,(전)부산시 동래구 민선3기 구청장,66548,53.42
55,20120411,2,100102231,남구갑,부산광역시,남구,1,,새누리당,김정훈,金正薰,남,19571103,54,,72,국회의원,68,한양대학교 법과대학 법학과 졸업,(전) 한나라당 부산시당 위원장,(현) 새누리당 정책위원회 부의장,33764,52.89
56,20120411,2,100102517,남구을,부산광역시,남구,1,,새누리당,서용교,徐瑢敎,남,19680121,44,,75,정당인,68,서울대학교 국사학과 졸업,(현) 새누리당 수석부대변인,(전) 제17대 대선 경선후보 박근혜 캠프 특보,33256,49.38
57,20120411,2,100101768,북구강서구갑,부산광역시,북구,1,,새누리당,박민식,朴敏植,남,19651120,46,,72,국회의원,68,서울대학교 외교학과 졸업,(전) 서울중앙지검 특수1부 수석검사,(현) 제18대 새누리당 국회의원,38601,52.39
58,20120411,2,100102358,해운대구기장군갑,부산광역시,해운대구,1,,새누리당,서병수,徐秉洙,남,19520109,60,,72,국회의원,221,북일리노이 주립대학교 대학원 졸업(학위명: 경제학 박사) 수학기간 : 84.9~ 87.12,(전)해운대구구청장,(현)해운대구·기장군갑 국회의원,68136,55.52
59,20120411,2,100102503,해운대구기장군을,부산광역시,기장군,1,,새누리당,하태경,河泰慶,남,19680619,43,,225,(사)열린북한 대표,68,서울대학교 물리학과 졸업,(전)SK텔레콤 수석연구원,(현)민주평통 상임위원,42426,44.84
60,20120411,2,100102361,사하구갑,부산광역시,사하구,1,,새누리당,문대성,文大成,남,19760903,35,,88,동아대학교 교수,221,국민대학교 대학원 이학 박사,(현) 동아대학교 교수,(현) I.O.C 위원,30455,45.14
61,20120411,2,100100225,사하구을,부산광역시,사하구,2,,민주통합당,조경태,趙慶泰,남,19680110,44,,72,국회의원,221,부산대학교 대학원 토목공학 박사,(현) 제18대 국회의원,(현) 다대선지하철 추진위원장,49849,58.19
62,20120411,2,100102460,금정구,부산광역시,금정구,1,,새누리당,김세연,金世淵,남,19720715,39,,72,국회의원,68,서울대학교 국제경제학과 졸업,(현)새누리당 비상대책위원,(현)민본21 간사,74103,66.25
63,20120411,2,100100028,북구강서구을,부산광역시,강서구,1,,새누리당,김도읍,金度邑,남,19640706,47,,85,변호사,68,동아대학교 법학과 졸업,(전) 부산지방검찰청 외사부장검사,(현) 변호사,52837,53.05
64,20120411,2,100100091,연제구,부산광역시,연제구,1,,새누리당,김희정,金姬廷,여,19710413,40,,75,정당인,221,연세대학교 대학원 정치학과 박사과정 수료,(전) 제17대 국회의원,(전) 청와대 대변인,47935,48.99
65,20120411,2,100101487,수영구,부산광역시,수영구,1,,새누리당,유재중,柳在仲,남,19560327,56,,72,국회의원,221,부산대학교 대학원 법학박사,(전)수영구청장,(현)제18대국회의원 ,37701,45.3
66,20120411,2,100100909,사상구,부산광역시,사상구,2,,민주통합당,문재인,文在寅,남,19530124,59,,85,법무법인부산 대표변호사,68,경희대학교 법률학과 졸업,(전) 청와대 비서실장,(현) 사람사는세상 노무현재단이사장,65336,55.04
67,20120411,2,100102600,중구남구,대구광역시,남구,1,,새누리당,김희국,金熙國,남,19581020,53,,75,정당인,68,경북대학교 행정학과 졸업,전)국토해양부 차관,전)부산지방국토관리청장,58425,56.87
68,20120411,2,100102661,동구갑,대구광역시,동구,1,,새누리당,유성걸,柳性杰,남,19570712,54,,75,정당인,221,시라큐스대학교 경제학과 졸업(경제학 박사)(1988.9~1991.12),(전)기획재정부 제2차관,(전)기획재정부 예산실 실장,36342,60.83
69,20120411,2,100102314,동구을,대구광역시,동구,1,,새누리당,유승민,劉承旼,남,19580107,54,,72,국회의원,221,"美위스콘신대학교(매디슨) 경제학과 졸업(경제학 박사, 1983.09~1987.12)",前 한나라당(현 새누리당) 최고위원,前 박근혜 대표 비서실장,57556,67.4
70,20120411,2,100100554,서구,대구광역시,서구,1,,새누리당,김상훈,金相勳,남,19630125,49,,75,정당인,221,미국 오래곤대학교 행정대학원 행정학석사(2004.8 - 2006.6.17),(전)대구시 경제통상국장,(전)대구시 경제산업국장,54113,59.97
71,20120411,2,100102625,북구갑,대구광역시,북구,1,,새누리당,권은희,權恩嬉,여,19590524,52,,222,(주)헤리트대표이사,221,서울대학교 대학원 전자계산기공학과 졸업(공학석사),(전)KT상무,(현)(주)헤리트대표이사,37201,60.15
72,20120411,2,100102078,북구을,대구광역시,북구,1,,새누리당,서상기,徐相箕,남,19460129,66,,72,국회의원,221,美드렉셀대학교 공학박사(1972.09~1976.06),(전)박근혜 한나라당 대통령 경선후보(17대) 대구 북구 선거대책위원장,(현)제18대 새누리당 국회의원(대구 북구을),66595,58.57
73,20120411,2,100102266,수성구갑,대구광역시,수성구,1,,새누리당,이한구,李漢久,남,19451212,66,,72,국회의원,221,"미국 캔자스주립대학교 대학원 경제학과 졸업(경제학 박사,81년~84년)",전) 국회 예산결산특별위원회 위원장,전) 한나라당 정책위의장,60588,52.77
74,20120411,2,100101620,수성구을,대구광역시,수성구,1,,새누리당,주호영,朱豪英,남,19601210,51,,72,국회의원,221,영남대학교 대학원 법학과 졸업(법학 박사),전)특임장관,현)새누리당 인재영입위원장,50953,64.22
75,20120411,2,100100476,달서구갑,대구광역시,달서구,1,,새누리당,홍지만,洪志晩,남,19680201,44,,75,정당인,221,연세대학교 국제학대학원 정치학전공 석사과정 졸업,(전)SBS 뉴스 앵커,(전)한나라당 중앙당 부대변인,43570,56.75
76,20120411,2,100101929,달서구을,대구광역시,달서구,1,,새누리당,윤재옥,尹在玉,남,19610910,50,,88,한양대학교 공공정책대학원특임교수,69,동국대학교 대학원 경찰행정학과 박사과정 수료,(전)경기지방경찰청장,(전)경북지방경찰청장,61563,61.87
77,20120411,2,100101767,달서구병,대구광역시,달서구,1,,새누리당,조원진,趙源震,남,19590107,53,,72,국회의원,221,영남대학교 행정대학원 정책분석학과 졸업(행정학 석사),(현)제18대 국회의원,(전)한나라당 원내부대표,49842,74.77
78,20120411,2,100101976,달성군,대구광역시,달성군,1,,새누리당,이종진,李鍾鎭,남,19500505,61,,75,정당인,65,대구농림고등학교((현) 대구자연과학고등학교) 졸업,(전) 민선4기 달성군수,(현) 새누리당 달성군 당원협의회 조직위원장,40276,55.63
79,20120411,2,100102203,중구동구옹진군,인천광역시,동구,1,,새누리당,박상은,朴商銀,남,19490901,62,,72,국회의원,221,연세대학교 대학원 법학과 졸업(법학석사),(현)18대 국회의원,(전)인천시 경제부시장,42995,52.59
80,20120411,2,100102213,남구갑,인천광역시,남구,1,,새누리당,홍일표,洪日杓,남,19560211,56,,72,국회의원,221,건국대학교 대학원 법학과 졸업(법학석사),(전)인천광역시 정무부시장,(현)제18대 국회의원,40195,51.76
81,20120411,2,100101491,남구을,인천광역시,남구,1,,새누리당,윤상현,尹相現,남,19621201,49,,72,국회의원,221,美.조지워싱턴대학교 정치학 박사(1990.9.~1994.5.),(전)서울대학교 초빙교수,(전)당 대변인,50514,57.97
82,20120411,2,100102298,연수구,인천광역시,연수구,1,,새누리당,황우여,黃祐呂,남,19470803,64,,72,국회의원,221,서울대학교 대학원 법학과 (박사과정)졸업,(현) 제18대 국회의원,(현) 새누리당 원내대표,63341,53.08
