num,sgId,sgTypecode,huboid,sggName,sdName,wiwName,giho,gihoSangse,jdName,name,hanjaName,gender,birthday,age,addr,jobId,job,eduId,edu,career1,career2,dugsu,dugyul
136,20040415,2,10054181,고양시덕양구갑,경기도,고양시덕양구,3,,열린우리당,유시민,柳時敏,남,19590728,44,,1,국회의원,11,서울대학교 경제학과 졸업,개혁국민정당 대표집행위원,열린우리당 경기도지부장,40288,47.93
137,20040415,2,10054383,고양시덕양구을,경기도,고양시덕양구,3,,열린우리당,최성,崔星,남,19630810,40,,20,고양생활경제연구소 소장,14,고려대학교 정치외교학과 정치학박사,청와대 외교안보수석실(통일비서실)행정관,정동영 열린우리당 의장 통일특보,40876,50.6
138,20040415,2,10053607,고양시일산구갑,경기도,고양시일산구,3,,열린우리당,한명숙,韓明淑,여,19440324,60,,2,정당인,14,이화여자대학교대학원여성학과졸업(석사),여성부 장관,환경부 장관,48286,49
139,20040415,2,10054230,고양시일산구을,경기도,고양시일산구,1,,한나라당,김영선,金映宣,여,19600516,43,,1,국회의원,11,서울대 법대 공법학과 졸업,사법시험(제20회)합격,"15, 16대 국회의원",52501,45.05
140,20040415,2,10053652,의왕시·과천시,경기도,과천시,1,,한나라당,안상수,安商守,남,19460209,58,,1,국회의원,11,"마산고, 서울 법대 졸업",한나라당 대변인,대표 특보단장,48194,48.56
141,20040415,2,10054370,구리시,경기도,구리시,3,,열린우리당,윤호중,尹昊重,남,19630327,41,,2,정당인,11,서울대학교 철학과졸업,청와대 민정·정책기획국장,(주)종합에너지개발회사AWI수석부사장,36433,43.91
142,20040415,2,10054460,남양주시갑,경기도,남양주시,3,,열린우리당,최재성,崔宰誠,남,19650909,38,,20,시민운동가,14,동국대학교 행정대학원졸업(행정학석사),동국대학교 총학생회장,구리토평톨게이트요금폐지범시민대책위원장,30877,39.76
143,20040415,2,10054026,남양주시을,경기도,남양주시,3,,열린우리당,박기춘,朴起春,남,19560501,47,,2,정당인,13,대진대법무행정대학원석사과정행정학과재학,"제4,5대  경기도의원(자치행정,운영위원장)",열린우리당 경기도지부 사무처장,41579,47.57
144,20040415,2,10054486,오산시,경기도,오산시,3,,열린우리당,안민석,安敏錫,남,19660813,37,,15,대학교수,11,미국북콜로라도주립대학교 교육학박사졸업,열린우리당 사교육대책특별위원회 위원장,오산화성 환경운동연합 운영위원장,27173,60.5
145,20040415,2,10053628,화성시,경기도,화성시,3,,열린우리당,안병엽,安炳燁,남,19450217,59,,2,정당인,11,고려대학교 정치외교학과 졸업,정보통신부 장관,한국정보통신대학교 총장,43751,45.65
146,20040415,2,10054479,시흥시갑,경기도,시흥시,3,,열린우리당,백원우,白元宇,남,19660502,37,,2,정당인,11,고려대학교 신문방송학과 졸업,국회의원 제정구 비서관,대통령 비서실 행정관,41124,52.94
147,20040415,2,10054395,시흥시을,경기도,시흥시,3,,열린우리당,조정식,趙正湜,남,19631225,40,,2,정당인,14,연세대학교 행정대학원 졸업,제정구의원 정책보좌관,열린우리당 이태일 공동의장 특보,34469,59.43
148,20040415,2,10054107,군포시,경기도,군포시,3,,열린우리당,김부겸,金富謙,남,19580121,46,,1,제16대 국회의원,11,서울대학교 정치학과 졸업,열린우리당 원내부대표,열린우리당 홍보위원장,61419,49.56
149,20040415,2,10053957,하남시,경기도,하남시,3,,열린우리당,문학진,文學振,남,19541026,49,,2,정당인,11,고려대 사학과 졸업,열린우리당 하남시지구당 위원장,대통령 정무1비서관,24151,42.65
150,20040415,2,10053424,파주시,경기도,파주시,1,,한나라당,이재창,李在昌,남,19361025,67,,1,국회의원,11,서울대학교 법학과 졸업,경기도지사,환경처장관,47229,47.01
151,20040415,2,10053552,이천시·여주군,경기도,여주군,1,,한나라당,이규택,李揆澤,남,19420720,61,,1,국회의원,11,서울대학교 사범대학 교육학과 졸업,한나라당 원내총무,한나라당 경기도당위원장(현),49069,41.85
152,20040415,2,10054372,용인시갑,경기도,용인시,3,,열린우리당,우제창,禹濟昌,남,19630425,40,,2,정당인,14,옥스퍼드 대학 중국경제학 박사,동경대학 동양문화연구소 객원연구소,연세대 국제학 대학원 교수,54814,46.49
153,20040415,2,10054175,용인시을,경기도,용인시,1,,한나라당,한선교,韓善敎,남,19590623,44,,2,정당인,11,성균관대졸,MBC 아나운서,한나라당 선대위 대변인,78484,56.1
154,20040415,2,10054283,안성시,경기도,안성시,3,,열린우리당,김선미,金善美,여,19610320,43,,2,정당인,14,숙명여대 약학대학원 약학과 생약학석사,열린우리당 국민참여운동본부장,대한약사회 약사,33363,50.89
155,20040415,2,10054069,김포시,경기도,김포시,1,,한나라당,유정복,劉正福,남,19570616,46,,15,교수,14,서울대학교 행정대학원 졸업,김포군수,김포시장,43344,47.74
156,20040415,2,10053952,광주시,경기도,광주시,1,,한나라당,박혁규,朴赫圭,남,19540905,49,,1,정당인,11,동원대학 사무자동화과 졸업,경기도의회의원(3선),16대 국회의원,37316,44.44
157,20040415,2,10054248,포천시·연천군,경기도,포천시,3,,열린우리당,이철우,李哲禹,남,19600809,43,,2,정당인,11,서울시립대 영어영문학과 졸업,대통령 직속 국가균형발전위원회 자문위원,행정자치부 지방분권위원회 자문위원,36298,43.43
158,20040415,2,10054111,양평군·가평군,경기도,양평군,1,,한나라당,정병국,鄭柄國,남,19580210,46,,2,국회의원,14,성균관대 대학원 졸업(정치학 박사),국회 문화관광 예산결산위원,국회물관리정책연구회장,39280,59
159,20040415,2,10053578,춘천시,강원도,춘천시,1,,한나라당,허천,許천,남,19430410,61,,2,정치인,8,춘천고등학교졸업,"강원도의회 제3,4,5대 의원",춘천시사회복지협의회 회장,47644,42.86
160,20040415,2,10053674,원주시,강원도,원주시,1,,한나라당,이계진,李季振,남,19461123,57,,9,방송인,11,고려대학교 국어국문학과 졸업,방송인생활 30년,,49509,42.17
161,20040415,2,10053655,강릉시,강원도,강릉시,1,,한나라당,심재엽,沈在曄,남,19460302,58,,4,심로악기(주) 회장,11,서울대학교 상과대학 졸업,(前)강원도 정무부지사,심로악기(주) 대표이사,45587,47.24
162,20040415,2,10053623,동해시·삼척시,강원도,동해시,1,,한나라당,최연희,崔鉛熙,남,19441229,59,,1,국회의원,14,성균관대학교대학원졸업(법학박사),한나라당 강원도지부위원장,한나라당 사무부총장,43199,55.6
163,20040415,2,10054480,속초시·고성군·양양군,강원도,속초시,1,,한나라당,정문헌,鄭文憲,남,19660504,37,,15,동국대학교 행정대학원 겸임교수,14,고려대학교 대학원 정치학박사,고려대학교 연구교수,유암문화재단 이사장,23369,35.78
164,20040415,2,10053993,홍천군·횡성군,강원도,홍천군,3,,열린우리당,조일현,曺馹鉉,남,19550715,48,,2,정당인,14,중국 북경대 대학원 졸업(박사과정),제14대 국회의원,중국 북경대학 파견교수,24194,43.13
165,20040415,2,10054442,태백시·영월군·평창군·정선군,강원도,영월군,3,,열린우리당,이광재,李光宰,남,19650228,39,,2,정당인,11,연세대학교 법학과 졸업,청와대 국정상황실장,,39061,46.66
166,20040415,2,10054051,철원군·화천군·양구군·인제군,강원도,화천군,1,,한나라당,박세환,朴世煥,남,19570203,47,,2,정당인,11,고려대학교 법과대학 행정학과 졸업,서울·춘천·의정부 지청 검사,한나라당 지구당 위원장,22406,37.16
167,20040415,2,10053444,청주시상당구,충청북도,청주시상당구,3,,열린우리당,홍재형,洪在馨,남,19380327,66,,1,국회의원,14,서울대학교 행정대학원 행정학과졸업(석사),재정경제원장관 겸 경제부총리,제16대 국회의원,55691,55.95
168,20040415,2,10053761,청주시흥덕구갑,충청북도,청주시흥덕구,3,,열린우리당,오제세,吳濟世,남,19490405,55,,2,정치인,14,서울대학교 환경대학원 졸업,인천광역시 행정부시장,청주시 부시장,34204,46.16
169,20040415,2,10054100,청주시흥덕구을,충청북도,청주시흥덕구,3,,열린우리당,노영민,盧英敏,남,19571125,46,,2,정당인,11,연세대학교 경영학과 졸업,열린우리당 행정수도이전대책위원장,노무현후보선대위충북본부장,36604,52.44
170,20040415,2,10053690,충주시,충청북도,충주시,3,,열린우리당,이시종,李始鍾,남,19470418,56,,2,정당인,11,서울대 정치학과 졸업,내무부 지방 기획국장,"1,2,3기 민선 충주시장",46155,51.59
171,20040415,2,10053653,제천시·단양군,충청북도,제천시,3,,열린우리당,서재관,徐載寬,남,19460210,58,,2,정당인,11,고려대학교 법학과졸업,제천경찰서장,해양경찰청장,35478,45.31
172,20040415,2,10053738,청원군,충청북도,청원군,3,,열린우리당,변재일,卞在一,남,19480902,55,,2,정당인,14,미국 펜실베니아대학교 대학원 2년 졸업,정보통신부 차관,국무총리국무조정실 산업심의관,27958,54.76
173,20040415,2,10053395,보은군·옥천군·영동군,충청북도,영동군,3,,열린우리당,이용희,李龍熙,남,19310610,72,,2,정당인,11,대전사범학교 졸업,"제9,10,12대 국회의원",열린우리당 상임고문,36991,50.03
174,20040415,2,10054350,증평군·진천군·괴산군·음성군,충청북도,음성군,3,,열린우리당,김종률,金鍾律,남,19621225,41,,12,변호사,14,서울대학교 법과대학원 졸업,법무법인춘추 대표,단국대학교 법학과 교수,42617,47.55
175,20040415,2,10054167,천안시갑,충청남도,천안시,3,,열린우리당,양승조,梁承晁,남,19590321,45,,12,변호사,11,성균관대학교 법학과 졸업,충남육상경기연맹회장,법인택시 노조연합 법률고문,38675,45.33
176,20040415,2,10053773,천안시을,충청남도,천안시,3,,열린우리당,박상돈,朴商敦,남,19490903,54,,15,나사렛대학교 객원교수,14,서울대학교 행정대학원 졸업,대천시장,충청남도기획정보실장,41615,45.51
177,20040415,2,10053697,공주시·연기군,충청남도,공주시,3,,열린우리당,오시덕,吳施德,남,19470609,56,,15,공주대 겸임교수,14,충남대학교 대학원 건축공학과 졸업,대한주택공사 사장,공주대 겸임교수,40725,46.64
178,20040415,2,10053756,보령시·서천군,충청남도,보령시,4,,자민련,류근찬,柳根粲,남,19490227,55,,2,정당인,11,서울대학교 사범대학 졸업,KBS보도본부장,한국신문방송편집인협회부회장,30569,39.35
179,20040415,2,10054512,아산시,충청남도,아산시,3,,열린우리당,복기왕,卜箕旺,남,19680410,36,,2,정당인,12,고려대학교 정책대학원 석사과정 수료,(전)노무현대통령후보아산시선거대책위원장,(현)신행정수도건설 기획단 자문위원,27769,37.35
180,20040415,2,10054178,서산시·태안군,충청남도,서산시,3,,열린우리당,문석호,文錫鎬,남,19590712,44,,1,국회의원,11,고려대학교 법학과 졸업,노무현후보 선대위 대변인,열린우리당 창당상황실장,40827,46.81
181,20040415,2,10053747,논산시·계룡시·금산군,충청남도,논산시,4,,자민련,이인제,李仁濟,남,19481211,55,,2,국회의원,11,서울대학교 행정학과 졸업,제13.14.16대 국회의원,제15대 대통령 후보,42242,44.85
182,20040415,2,10053708,부여군·청양군,충청남도,부여군,4,,자민련,김학원,金學元,남,19471015,56,,1,국회의원,11,서울대학교 법학과 졸업,국회의원,자민련 원내총무,34243,65.42
183,20040415,2,10053706,홍성군·예산군,충청남도,홍성군,1,,한나라당,홍문표,洪文杓,남,19471005,56,,2,정당인,14,한양대학교 행정대학원 졸업,한나라당 사무부총장,한나라당 운영위원,27081,32.54
184,20040415,2,10053562,당진군,충청남도,당진군,4,,자민련,김낙성,金洛聖,남,19421206,61,,2,정당인,14,단국대학교 행정대학원 행정학과 졸업,(전)자유민주연합당진군지구당위원장,(전)민선1·2·3기 당진군수,17711,37.28
185,20040415,2,10053737,전주시완산구갑,전라북도,전주시완산구,3,,열린우리당,장영달,張永達,남,19480824,55,,1,국회의원,14,국민대학교 대학원 졸업(법학석사),열린우리당 조직위원장,국회 국방위원장,48556,65.4
186,20040415,2,10054027,전주시완산구을,전라북도,전주시완산구,3,,열린우리당,이광철,李光喆,남,19560502,47,,20,정당인,11,전북대학교 철학과 졸업,대통령자문 국가균형발전위원회 자문위원,열린우리당 중앙위원,52632,69.21
187,20040415,2,10053976,전주시덕진구,전라북도,전주시덕진구,3,,열린우리당,채수찬,蔡秀燦,남,19550227,49,,15,미국 Rice대학교 경제학과 교수,14,미국 펜실베니아대학교 경제학박사 취득,미국 라이스대학교 경제학과 종신교수,IMF외환위기극복김대중대통령자문,86270,72.52
188,20040415,2,10053586,군산시,전라북도,군산시,3,,열린우리당,강봉균,康奉均,남,19430813,60,,1,국회의원,14,서울대학교 상과대학 졸업,정보통신부 장관,재정경제부 장관,83745,78.28
189,20040415,2,10054506,익산시갑,전라북도,익산시,3,,열린우리당,한병도,韓秉道,남,19671207,36,,2,정당인,11,원광대학교 신문방송학과 졸업,대통령자문 국가균형발전위원회 자문위원,중앙부처 익산유치 추진단 공동단장,47527,74.53
190,20040415,2,10054035,익산시을,전라북도,익산시,3,,열린우리당,조배숙,趙培淑,여,19560910,47,,12,변호사,14,서울대학교대학원 법학과 졸업(석사),제16대 국회의원,열린우리당 중앙위원,46078,66.82
191,20040415,2,10053430,정읍시,전라북도,정읍시,3,,열린우리당,김원기,金元基,남,19370216,67,,2,국회의원,11,연세대학교 정치외교학과 졸업,열린우리당 최고상임고문,,32562,49.56
192,20040415,2,10053894,남원시·순창군,전라북도,남원시,3,,열린우리당,이강래,李康來,남,19530302,51,,1,제16대 국회의원,14,서울대학교 대학원(행정학박사),제16대 국회의원,,38614,59.31
193,20040415,2,10053779,김제시·완주군,전라북도,김제시,3,,열린우리당,최규성,崔圭成,남,19500204,54,,2,정치인,11,서울대학교 법과대학 법학과 졸업,국민정치 연구회 사무총장,노무현 대통령 선대위 중앙당 조직부본부장,46874,51.01
194,20040415,2,10053795,진안군·무주군·장수군·임실군,전라북도,진안군,3,,열린우리당,정세균,丁世均,남,19500926,53,,1,국회의원,14,경희대학교 경영학박사,열린우리당 정책위의장,전라북도당 위원장,45475,78.08
195,20040415,2,10053885,고창군·부안군,전라북도,고창군,3,,열린우리당,김춘진,金椿鎭,남,19530124,51,,11,치과의사,14,경희대학교 대학원 치의학 박사,전 대통령 및 그 가족 의료자문의,대한보건협회(사)부회장,23328,36.26
196,20040415,2,10053843,목포시,전라남도,목포시,2,,새천년민주당,이상열,李相烈,남,19520122,52,,12,변호사,11,서울대학교 정치학과 졸업,목포변호사회 회장(전),목포YMCA 증경이사장(현),48745,50.89
197,20040415,2,10053872,여수시갑,전라남도,여수시,3,,열린우리당,김성곤,金星坤,남,19521106,51,,20,평화운동가,14,美템플대학교 문과대학원5년졸업(철학박사),제15대 국회의원,국립중앙청소년수련원장,39986,62.08
198,20040415,2,10053863,여수시을,전라남도,여수시,3,,열린우리당,주승용,朱昇鎔,남,19520727,51,,20,(주)화성산업이사,14,고려대학교 경영대학원 졸업(경영학석사),여천군수 역임,여수시장 역임,44112,66.9
199,20040415,2,10054325,순천시,전라남도,순천시,3,,열린우리당,서갑원,徐甲源,남,19620624,41,,2,정당인,14,국민대 법학과 대학원 졸업,대통령 의전.정무 비서관,열린우리당 정책위 부의장,57563,49.81
200,20040415,2,10053603,나주시·화순군,전라남도,나주시,5,,무소속,최인기,崔仁基,남,19440318,60,,2,정치인,11,서울대학교 법과대학  졸업,농림수산부장관,행정자치부장관,36708,42.05
201,20040415,2,10054085,광양시·구례군,전라남도,광양시,3,,열린우리당,우윤근,禹潤根,남,19570924,46,,12,법무법인유.러European&Russian대표변호사,14,전남대학교 대학원 졸업,열린우리당 중앙위원,주한 중국대사관 법률고문,42771,57.36
202,20040415,2,10053767,담양군·곡성군·장성군,전라남도,담양군,2,,새천년민주당,김효석,金孝錫,남,19490715,54,,1,정당인,14,(미)조지아대학교대학원졸(경영학석.박사),제16대 새천년민주당 국회의원,새천년민주당제2정책조정위원회위원장,36889,52.52
203,20040415,2,10053505,고흥군·보성군,전라남도,고흥군,3,,열린우리당,신중식,申仲植,남,19401227,63,,20,정당인,11,서울대학교 외교학과 졸업,(전)국정홍보처장,(전)월드컵문화시민중앙협의회 사무총장,27699,34.49
204,20040415,2,10053914,장흥군·영암군,전라남도,장흥군,3,,열린우리당,유선호,柳宣浩,남,19530927,50,,12,변호사,14,서울대학교 법과 대학원 졸업(법학석사),제15대 국회의원,김대중대통령 정무수석 비서관,24206,46.06
205,20040415,2,10054197,강진군·완도군,전라남도,강진군,3,,열린우리당,이영호,李泳鎬,남,19591203,44,,2,정당인,14,부경대학교 대학원졸업(수산학박사),해남수산기술관리소장,전남대학교 교수,28381,52.17
206,20040415,2,10053710,해남군·진도군,전라남도,해남군,2,,새천년민주당,이정일,李正一,남,19471107,56,,1,국회의원,9,한양대학교 공업경영학과 1년 중퇴,김대중총재 특보,국회 농림해양수산위원,34844,55.47
207,20040415,2,10053464,무안군·신안군,전라남도,무안군,2,,새천년민주당,한화갑,韓和甲,남,19390201,65,,1,제16대 국회의원,11,서울대학교 외교학과 졸업,재단법인 한국기원 총재(현),새천년민주당 대표최고위원(초대직선 대표),32535,57.52
208,20040415,2,10053880,함평군·영광군,전라남도,영광군,2,,새천년민주당,이낙연,李洛淵,남,19521220,51,,1,국회의원,11,서울대학교 법학과 졸업,제16대 국회의원,민주당 대변인,30123,55.28
209,20040415,2,10053870,포항시북구,경상북도,포항시북구,1,,한나라당,이병석,李秉錫,남,19521028,51,,1,국회의원,14,고려대학교 대학원 졸업,대통령정무비서관(1급),16대국회행정자치위간사,60580,55.29
210,20040415,2,10053410,포항시남구·울릉군,경상북도,포항시남구,1,,한나라당,이상득,李相得,남,19351129,68,,1,국회의원,11,서울대학교 경제학과 졸업,코오롱 사장,사무총장(한나라당),59370,50.1
211,20040415,2,10053787,경주시,경상북도,경주시,1,,한나라당,정종복,鄭鍾福,남,19500714,53,,12,변호사,11,서울대학교 법과대학 졸업,국회법사위 전문위원 (1급),,64724,51.25
212,20040415,2,10053938,김천시,경상북도,김천시,1,,한나라당,임인배,林仁培,남,19540427,49,,1,국회의원,14,연세대 행정대학원 졸업,건국대 초빙교수,한나라당 원내 수석부총무,41696,62.2
213,20040415,2,10054056,안동시,경상북도,안동시,1,,한나라당,권오을,權五乙,남,19570317,47,,1,국회의원,14,고려대학교 정책대학원 졸업,"제15, 16대 국회의원",한나라당 운영위원,50470,61.6
214,20040415,2,10054147,구미시갑,경상북도,구미시,1,,한나라당,김성조,金晟祚,남,19581115,45,,1,국회의원,14,경북대학교 행정대학원 졸업,한나라당 원내부총무,제16대 국회의원,42550,57.74
215,20040415,2,10053589,구미시을,경상북도,구미시,1,,한나라당,김태환,金泰煥,남,19430924,60,,14,금호아시아나그룹 상임고문,11,연세대학교 정법대학 정치외교학과 졸업,(주)아시아나항공 부사장,(주)금호 피엔비화학 사장,32804,54.39
216,20040415,2,10053777,영주시,경상북도,영주시,1,,한나라당,장윤석,張倫碩,남,19500105,54,,12,변호사,11,서울대학교 법과대학 졸업,창원지방검찰청 검사장,법무부 검찰국장(차관급),32187,52.81
217,20040415,2,10053898,영천시,경상북도,영천시,1,,한나라당,이덕모,李德摸,남,19530316,51,,12,변호사,11,서울대학교 법학과 졸업,재인천.부천 향우회장,경인법무법인 대표,23161,42.73
218,20040415,2,10053485,상주시,경상북도,상주시,1,,한나라당,이상배,李相培,남,19391010,64,,1,국회의원,11,서울대학교 법과대학 졸업,서울특별시장,"제15,16대 국회의원",40341,70.6
219,20040415,2,10053484,문경시·예천군,경상북도,문경시,5,,무소속,신국환,辛國煥,남,19390902,64,,14,한국유통정보센터상임고문,11,서울대학교 법과대학 졸업,삼성물산(주)상임고문,산업자원부장관,33915,47.97
220,20040415,2,10053977,경산시·청도군,경상북도,경산시,1,,한나라당,최경환,崔炅煥,남,19550227,49,,2,경산.청도 경제도약연구소 이사장,11,미국 위스콘신대학교 경제학 박사,이회창 대통령후보 상근 경제특보,한국경제신문 논설위원,71196,63.26
221,20040415,2,10053893,고령군·성주군·칠곡군,경상북도,칠곡군,1,,한나라당,이인기,李仁基,남,19530226,51,,1,국회의원,11,서울대학교 법학과 졸업,제16대 국회의원,변호사,49586,60.99
222,20040415,2,10054432,군위군·의성군·청송군,경상북도,의성군,1,,한나라당,김재원,金在原,남,19641220,39,,12,변호사,14,서울대학교 행정대학원 행정학과 졸업,행정고시(31회) 및 사법시험(36회) 합격,서울지방검찰청 검사,32914,47.15
223,20040415,2,10053504,영양군·영덕군·봉화군·울진군,경상북도,영덕군,1,,한나라당,김광원,金光元,남,19401215,63,,1,국회의원,11,서울대 법과대학 행정학과 졸업,경상북도부지사,제15.16대 국회의원,39405,46.21
224,20040415,2,10053649,창원시갑,경상남도,창원시,1,,한나라당,권경석,權炅錫,남,19460102,58,,2,정당인,14,동아대학교 대학원 (행정학 박사),경상남도 행정부지사,경남대학교부설경남지역문제연구원 이사장,50454,45.56
225,20040415,2,10053529,창원시을,경상남도,창원시,4,,민주노동당,권영길,權永吉,남,19411105,62,,2,정당인,11,서울대 농대 졸업,창원시 학교급식운동본부본부장,민주노동당 대표,52758,49.8
226,20040415,2,10053538,마산시갑,경상남도,마산시,1,,한나라당,김정부,金政夫,남,19420214,62,,1,국회의원,11,고려대학교 법과대학 졸업,제13회 행정고시 합격,제16대 국회의원(현),49192,53.67
227,20040415,2,10053812,마산시을,경상남도,마산시,1,,한나라당,안홍준,安鴻俊,남,19510302,53,,11,마산중앙자모의원 원장,14,경상대학교 대학원 의학과 졸업,지방분권경남본부대표,마창진참여연대대표,48756,49.35
228,20040415,2,10054260,진주시갑,경상남도,진주시,1,,한나라당,최구식,崔球植,남,19601011,43,,2,정당인,11,서울대학교 외교학과 졸업,조선일보 정치부 차장,국회의장 공보수석(1급) 비서관,39575,51.93
229,20040415,2,10054298,진주시을,경상남도,진주시,1,,한나라당,김재경,金在庚,남,19611010,42,,12,변호사,11,경상대학교 법과대학 법학과 졸업,부산지방검찰청 검사,서울지방검찰청 검사,37851,48.64
230,20040415,2,10053861,진해시,경상남도,진해시,1,,한나라당,김학송,金鶴松,남,19520706,51,,1,국회의원,11,건국대학교 정치외교학과 졸업,제4대 경상남도의회의원,제16대 국회의원,31465,44.7
231,20040415,2,10054496,통영시·고성군,경상남도,통영시,1,,한나라당,김명주,金命柱,남,19670307,37,,12,변호사,11,서울대학교 법대 졸업,"부산지방법원울산지원, 창원지방법원 판사",제7대 경상남도의회의원,45115,53.33
232,20040415,2,10053633,사천시,경상남도,사천시,1,,한나라당,이방호,李方鎬,남,19450306,59,,1,국회의원,11,연세대학교 법학과 졸업,민선수협중앙회 회장,제16대 국회의원,30965,60.09
233,20040415,2,10053645,김해시갑,경상남도,김해시,3,,열린우리당,김맹곤,金孟坤,남,19451020,58,,20,기업인,11,단국대학교 법정대학 법학과 졸업,명진철강(주) 대표이사,경상남도 개발공사 사장,35507,47.47
234,20040415,2,10053882,김해시을,경상남도,김해시,3,,열린우리당,최철국,崔喆國,남,19521230,51,,20,김해발전연구소 소장,12,서울대학교대학원 법학과 수료,열린우리당 경남도 중소기업특별위원장,경상남도 문화관강국장,51913,57.94
235,20040415,2,10053421,밀양시·창녕군,경상남도,밀양시,1,,한나라당,김용갑,金容甲,남,19360928,67,,1,국회의원,11,육군사관학교 졸업,총무처장관,제15·16대 국회의원,43685,50.31
236,20040415,2,10053486,거제시,경상남도,거제시,1,,한나라당,김기춘,金淇春,남,19391125,64,,1,국회의원,14,서울대학교 대학원졸업(법학박사),검찰총장,법무부장관,34729,43.5
237,20040415,2,10053886,의령군·함안군·합천군,경상남도,함안군,1,,한나라당,김영덕,金榮德,남,19530128,51,,12,변호사,14,창원대학교 대학원 법학과 졸업(법학석사),창원지방변호사회 회장,경상남도학교운영위원장협의회장(현),40432,53.07
238,20040415,2,10054263,양산시,경상남도,양산시,1,,한나라당,김양수,金陽秀,남,19601101,43,,8,유림건설(주) 창업주겸 회장,12,부산대학교대학원 도시공학과 박사과정수료,한나라당 대표 경제특보,전경련 경제정책위원회 운영위원,30679,35.87
239,20040415,2,10053453,남해군·하동군,경상남도,하동군,1,,한나라당,박희태,朴禧太,남,19380809,65,,1,국회의원,14,건국대학교 대학원,한나라당 원내총무,한나라당 대표최고위원,34106,53.5
240,20040415,2,10053428,산청군·함양군·거창군,경상남도,거창군,1,,한나라당,이강두,李康斗,남,19370126,67,,1,국회의원,14,성균관대학교대학원 졸업(행정학박사),"제14,15,16대 국회의원",현 한나라당 정책위의장,46385,62.02
241,20040415,2,10053846,제주시·북제주군갑,제주도,제주시,3,,열린우리당,강창일,姜昌一,남,19520128,52,,15,대학교수,12,동경대대학원 3년수료(문학박사),배재대학교 교무처장,제주4·3연구소장,56608,48.19
242,20040415,2,10053990,제주시·북제주군을,제주도,북제주군,3,,열린우리당,김우남,金宇南,남,19550523,48,,20,정당인,12,경희대 대학원 수료,제주도의회 부의장,,19053,38.02
243,20040415,2,10054455,서귀포시·남제주군,제주도,서귀포시,3,,열린우리당,김재윤,金才允,남,19650524,38,,15,탐라대학교 교수,14,명지대학교 대학원졸업(문학박사),국정자문위원회 위원,열린우리당 중앙위원,41466,59.55
1,20080409,2,100004901,종로구,서울특별시,종로구,2,,한나라당,박진,朴振,남,19560916,51,,72,국회의원,221,영국 옥스퍼드대학교 정치학박사,한나라당종로구국회의원(16·17대),제17대 대통령직인수위원회 외교·통일·안보분과 간사,34113,48.43
2,20080409,2,100005233,중구,서울특별시,중구,2,,한나라당,나경원,羅卿瑗,여,19631206,44,,72,(現)제17대 국회의원,69,서울대 법과대학 졸업,(現)제17대 국회의원,(前)한나라당 대변인,23609,46.07
3,20080409,2,100004408,용산구,서울특별시,용산구,2,,한나라당,진영,陳永,남,19501023,57,,72,국회의원,68,서울대학교 법과대학 법학과 졸업,한나라당 박근혜대표 최고위원 비서실장,서울지방법원 남부지원 판사,47533,58.03
4,20080409,2,100003543,성동구갑,서울특별시,성동구,2,,한나라당,진수희,陳壽姬,여,19551112,52,,72,국회의원,221,미국 일리노이대학교 대학원 졸업(철학박사),제17대 국회의원,제17대 대통령직인수위원회 정무분과 간사,33455,51.32
5,20080409,2,100000387,성동구을,서울특별시,성동구,2,,한나라당,김동성,金東聖,남,19710111,37,,85,변호사,68,서울대학교 법학과 졸업,(전)인천지방법원 판사,(전)SBS '솔로몬의 선택' 출연 변호사,29533,51.58
6,20080409,2,100003493,광진구갑,서울특별시,광진구,2,,한나라당,권택기,權宅起,남,19650727,42,,75,정당인,68,서강대학교 경영학과 졸업,이명박 대통령 당선인 비서실 정무기획2팀장,미 존스홉킨스대 국제관계대학원 객원연구원,33255,53.77
7,20080409,2,100001363,광진구을,서울특별시,광진구,1,,통합민주당,추미애,秋美愛,여,19581023,49,,85,변호사,68,한양대학교 법학과 졸업,"제15대, 제16대 국회의원","춘천·인천·전주 지방법원, 광주고등법원 판사",34854,51.29
8,20080409,2,100000754,동대문구갑,서울특별시,동대문구,2,,한나라당,장광근,張光根,남,19540108,54,,75,정당인,68,연세대학교 정치외교학과 졸업,"제14대,16대 국회의원",제17대 대통령 경선 한나라당 이명박 후보 대변인,39127,53.54
9,20080409,2,100005139,동대문구을,서울특별시,동대문구,2,,한나라당,홍준표,洪準杓,남,19541205,53,,72,국회의원,68,고려대학교 법과대학 행정학과 졸업,"제15,16,17대 국회의원",제17대 국회환경노동위원회 위원장,37618,56.83
10,20080409,2,100005217,중랑구갑,서울특별시,중랑구,2,,한나라당,유정현,柳政鉉,남,19671024,40,,75,정당인,221,연세대학교 언론홍보 대학원 졸업,전 SBS 아나운서,제17대 대통령선거 중앙선대위 유세지원단 문화예술총괄팀 홍보위원장,27419,40.51
11,20080409,2,100003660,중랑구을,서울특별시,중랑구,2,,한나라당,진성호,秦聖昊,남,19621126,45,,75,정당인,68,서울대학교 경영학과 졸업,제17대 대통령선거 한나라당 중앙선대위 뉴미디어 팀장,대통령직 인수위원회 전문위원,30983,39.54
12,20080409,2,100001073,성북구갑,서울특별시,성북구,2,,한나라당,정태근,鄭泰根,남,19640108,44,,75,정당인,68,연세대학교 상경대학 경제학과 졸업,서울특별시 부시장(전),이명박 대통령후보 수행단장(전),46260,55.39
